odour stim;16/11/2020 Male1;16/11/2020 Female7;17/11/2020 Female6;17/11/2020 Female12;18/11/2020 Male6;19/11/2020 Male2;19/11/2020 Male7;20/11/2020 Female3;20/11/2020 Female5;20/11/2020 Female11;23/11/2020 Female2;25/11/2020 Female2;16/02/2021 Female3
;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V
0;10.3337;3.19;8.0446;6.994;4.2887;28.7216;7.7073;19.0773;6.6435;8.1162;22.3416;9.1174;3.3346
0;9.3355;3.551;7.7774;8.4115;4.455;29.2226;7.5065;21.4521;6.2109;7.531;20.9124;8.8842;3.6025
0;10.1158;3.2277;7.1618;7.516;4.1092;27.11;7.4448;21.4045;6.0222;7.48;21.8578;9.3256;3.3286
0;10.2311;3.6619;8.063;7.9086;3.8051;25.232;7.5666;22.2308;5.9688;7.5342;22.2015;8.9395;2.9798
0;8.9451;3.8425;7.8638;9.4163;4.0581;26.0536;7.7557;21.2054;5.6282;8.7889;22.638;7.8425;2.942
0;8.1214;3.1889;6.8929;9.7268;4.4193;24.1632;7.4796;23.4037;5.8354;8.2289;21.2527;8.5084;3.1196
0;9.5812;2.9046;6.9147;9.3581;3.7191;23.8493;7.4116;21.56;5.2818;8.0089;21.0945;9.1371;3.3308
0;9.236;3.4811;7.0501;10.2599;3.5639;25.0879;7.7241;20.83;5.0896;7.685;19.1436;9.8356;3.5543
0;10.2898;3.8168;7.1252;10.0878;3.8179;25.928;7.5746;21.3562;4.7448;8.8281;18.0978;9.8635;3.3217
0;10.1216;3.6504;6.8431;9.9378;4.3449;25.8722;7.4953;22.5237;4.8301;9.0153;16.8159;10.197;3.0571
0;9.9403;2.9779;9.4594;8.1693;4.247;26.4389;7.3445;22.5674;5.6141;10.1944;17.5821;9.4338;3.2689
0;10.2632;2.8529;10.5028;6.8257;3.4553;25.5937;7.7284;22.5623;5.778;11.175;18.4415;9.1202;3.0998
0;9.9278;3.5192;10.7511;6.6844;5.126;21.8547;7.9115;23.1095;6.0901;10.9406;17.0662;9.5111;3.1194
0;10.0769;3.3872;11.7799;7.3222;6.2297;21.8413;7.8526;20.8856;6.1916;10.3058;16.7524;8.9735;3.2798
0;8.2028;3.6989;9.8121;7.4647;5.6935;25.4272;8.0207;19.6186;6.3913;9.6108;17.232;8.325;3.3323
0;7.7755;3.4084;11.3627;8.3083;5.5964;28.1843;7.5141;17.8929;5.841;10.3617;17.7463;8.8721;2.9849
0;8.6408;3.0134;10.5737;7.0668;6.1324;29.9047;7.9328;16.2626;6.5397;10.3182;16.6074;9.3402;3.0683
0;7.5146;3.07;11.8324;8.0393;6.3891;27.7624;7.8087;14.6381;6.5172;10.236;14.6302;9.3837;3.4654
0;8.0521;3.7252;10.3517;8.4935;6.362;23.7707;7.7043;14.9632;5.3646;10.4578;14.8441;9.9121;3.0506
0;7.4516;3.4664;10.505;8.8246;6.0118;21.2456;7.7179;14.8023;5.4203;11.0905;15.557;10.9203;3.4226
0;6.7531;2.8898;10.6208;10.051;6.8567;20.7448;7.3206;14.4853;5.4208;9.9227;15.3889;12.1749;3.3052
0;8.4669;3.6408;10.5809;9.4579;6.6975;21.8418;7.5561;15.3559;5.456;8.7599;14.3204;13.2377;3.4357
0;8.8504;3.518;9.119;10.8839;6.2687;19.9167;7.6633;14.9594;5.296;9.6838;14.7791;13.0505;3.5094
0;8.5938;3.0129;9.5255;10.3326;6.369;19.9722;7.8173;14.3436;6.0286;8.2789;15.5294;13.6664;3.5763
0;8.4562;2.8157;10.0799;9.1295;7.2987;19.1973;7.7748;14.4585;6.641;9.0502;17.5718;13.5658;3.706
0;9.0045;2.5673;10.8176;8.9856;7.4574;17.1341;7.2958;15.4149;7.4786;9.1949;16.7078;13.5258;3.5513
0;8.1393;2.9054;10.8445;8.9292;8.9173;19.6223;7.7907;13.7052;7.8858;8.4446;16.175;13.3081;3.2718
0;8.2417;2.8702;13.7165;9.4835;8.0464;18.3206;7.7798;13.2128;6.9789;7.4937;15.042;13.0016;3.7185
0;9.6808;3.0062;11.4309;10.0794;8.0792;16.1809;8.2939;14.2402;5.7055;7.4993;15.0088;13.0444;3.8277
0;10.1157;2.8092;12.2239;10.4412;8.5994;15.6584;8.5168;16.4245;5.2282;7.0131;15.6028;14.1115;3.3487
0;9.718;3.1069;11.4816;11.1457;7.8054;13.4582;8.4769;14.4906;5.7663;7.7808;16.2219;13.3588;3.7935
0;9.9655;3.0796;12.0316;11.9155;6.6637;13.9402;8.6549;16.9418;6.3431;6.8815;17.3332;12.9424;4.2748
0;10.4954;2.7305;11.0573;12.8644;6.5471;13.4802;8.6758;19.8281;6.9871;6.7627;17.6824;13.455;4.5821
0;10.6206;3.1813;11.2333;12.6109;6.1216;15.3914;8.5516;24.474;7.4452;7.0746;17.9157;13.1043;4.7986
0;11.6584;3.3447;11.4608;12.2004;5.1053;16.4039;8.2964;26.7474;6.5019;7.5247;17.498;13.4449;4.8678
0;11.0326;3.2377;10.6848;12.7786;4.771;16.0228;8.4451;24.9251;7.2001;8.4205;16.5495;12.8051;4.8285
0;10.4545;2.6;9.2096;12.1275;4.9543;16.672;8.3578;22.5113;7.7914;8.4653;16.2709;12.1788;4.6186
0;10.7233;3.4274;9.7454;11.1784;5.6327;14.3899;8.5612;21.6341;7.9973;9.497;15.3967;12.2369;3.9887
0;11.0242;2.6743;9.5942;13.7115;6.4757;15.6912;8.7612;18.3193;7.1734;9.5461;14.9236;11.033;4.1099
0;11.7514;2.9297;10.92;13.7571;6.8363;13.606;8.494;17.1533;6.6067;9.049;16.814;11.8622;4.3192
0;11.6427;2.6463;12.1735;13.6121;6.1056;13.3436;8.2187;16.0682;7.876;8.6435;18.7602;11.7675;4.2075
0;11.1755;2.4891;10.9735;12.2744;6.8215;13.9931;8.1587;16.1409;8.5359;8.5236;19.3826;11.5964;3.8892
0;11.2559;2.2403;11.6452;11.7818;6.9602;16.5443;8.4274;14.7093;8.4679;8.9628;17.8463;11.3994;3.7129
0;11.3293;2.6901;12.0962;12.9767;6.4465;18.3346;8.059;14.3971;8.9204;9.0577;19.1217;11.523;3.443
0;10.2803;2.6374;11.931;12.9734;5.7616;16.5509;8.2194;12.6766;8.3929;9.1253;19.8864;12.2464;3.5497
0;9.929;2.9037;11.4339;12.3033;6.2169;15.9167;7.6576;11.9542;8.4999;9.3747;19.5895;12.4197;3.3642
0;10.3139;2.9774;9.6757;13.0063;6.641;16.3115;7.7758;10.4116;9.0802;8.8502;19.3636;12.8438;4.0332
0;10.2161;3.2186;8.0313;13.8232;5.9824;15.6989;7.8466;10.5228;9.5435;9.1079;19.2674;11.1189;3.7607
0;9.4293;3.4613;8.5236;11.8681;5.8247;14.8577;7.3724;9.7525;8.8687;9.8921;20.3906;11.0959;3.9935
0;9.5192;3.2312;8.4009;11.9671;6.1372;15.7641;7.3716;9.0435;8.6882;9.9428;21.6089;11.6069;4.2099
0;9.8108;2.552;7.2556;13.1502;6.0687;16.2949;7.6912;9.5326;9.5371;10.0051;22.6174;11.5384;4.2123
0;9.3884;2.6521;7.4456;10.0939;5.3877;14.1836;7.4667;10.677;11.0807;9.931;23.8092;11.0282;3.869
0;9.5645;2.924;8.9363;15.5949;6.1047;16.3645;7.2859;10.7823;11.09;9.4002;22.5905;11.5352;3.8593
0;10.161;2.7328;8.5273;18.1033;5.9844;14.0935;7.066;9.5432;12.107;8.351;20.6284;12.4503;3.5454
0;10.488;2.7775;9.2869;19.0346;5.9878;12.462;7.4066;8.2474;11.141;7.3551;18.9258;11.7148;3.4586
0;10.393;2.8041;8.9745;19.0621;4.9506;15.6531;7.1384;8.0394;11.6698;6.8016;18.4218;12.203;3.633
0;9.9207;2.8521;9.4733;17.5193;4.3089;15.2107;7.1945;8.3045;11.4435;6.5348;17.2834;12.8031;4.1004
0;8.7525;2.811;9.4513;14.4429;4.1231;17.468;7.3597;7.8489;12.6621;6.8988;16.5523;12.2112;3.8568
0;8.0056;3.2284;8.8409;16.3616;3.7229;18.6178;7.0392;8.8906;12.0409;6.839;17.8377;12.2272;3.9411
0;7.9482;3.4953;8.1035;18.5973;5.0384;18.77;7.3891;9.0431;11.765;6.9325;19.4179;10.6056;3.7634
0;8.5814;3.4454;8.9847;18.2242;5.0331;20.5151;7.7443;8.3918;10.4529;7.1539;21.1202;10.187;3.9745
0;9.0054;3.3295;10.8513;20.5653;5.7429;23.4042;7.535;8.1093;12.4138;6.7288;22.5367;11.0651;3.9205
0;9.6464;3.086;11.6751;20.6196;4.2868;23.6124;7.7157;8.3063;12.1616;7.21;21.7465;10.9057;3.954
0;9.5776;2.8289;10.6014;23.112;4.9672;26.5996;7.534;8.5285;12.5526;6.9383;22.2603;11.2624;3.6728
0;10.1615;3.2868;10.7464;25.0868;5.3224;29.5229;7.4502;8.4476;13.1389;7.1049;22.5657;11.9678;4.335
0;10.3538;3.3863;8.9891;23.5668;4.7242;28.7683;7.2503;8.8192;12.2922;7.7899;21.8613;12.8193;4.0132
0;9.4704;3.4902;7.5958;25.7075;4.7031;28.2859;7.5768;10.6695;13.4541;7.4756;22.2722;11.9933;4.4566
0;10.1456;4.1734;7.3498;24.3916;4.9094;27.5876;7.5762;9.3689;13.6498;7.7435;22.7287;11.6352;4.2706
0;10.236;6.0465;8.5658;21.0474;4.6677;29.3754;7.1894;9.8959;12.4347;7.9262;22.9786;12.284;4.3182
0;9.8765;7.9986;6.9089;19.2241;4.6654;30.7074;7.3112;9.6244;12.704;7.1694;22.0764;11.4195;4.2822
0;9.6138;9.5579;6.5618;16.4936;5.4373;30.7454;7.5509;9.122;12.0487;6.3172;19.6739;12.489;4.4616
0;9.9431;10.8626;6.4096;16.9252;5.3507;30.3784;7.3217;9.9188;12.7629;6.8619;17.4593;12.7794;4.081
0;8.9036;11.1877;6.4228;15.3191;5.0177;32.0608;7.4513;9.9805;13.6179;7.1931;15.5213;12.3834;4.4424
0;9.2756;12.1235;6.14;13.3944;5.5033;33.916;7.0856;12.5178;13.4923;8.0985;14.3668;12.5883;4.1259
0;9.1135;12.4161;6.1346;14.9345;6.1408;34.5509;6.9402;17.7633;13.0722;8.232;12.6256;14.0788;4.3965
0;8.2617;12.2339;6.1547;17.1508;5.6261;32.9369;6.6896;22.188;13.6691;7.0835;12.4802;12.4136;3.8807
0;8.0893;11.5279;6.1242;18.6088;5.8771;33.925;7.5466;20.8662;12.9926;6.5436;12.9996;11.8785;3.6396
0;7.0053;12.2459;5.7687;19.2988;5.4347;32.464;7.71;19.6957;12.9145;7.2017;14.802;12.1089;3.6203
0;7.5917;12.6112;7.2036;19.3842;5.5649;32.4519;7.9582;22.0435;12.6223;6.8036;15.52;11.8666;3.8055
0;8.8478;11.9239;8.2414;20.4522;5.3061;31.9707;8.0468;22.5992;11.489;7.6679;16.4254;11.3952;4.1609
0;7.9097;10.5671;8.0027;22.5321;3.9608;32.9255;7.6427;22.5081;11.3504;7.5946;16.6318;12.072;4.2435
0.5;8.0379;9.9962;9.1795;20.9008;4.1995;31.628;7.7078;19.5093;11.57;7.3388;17.837;12.0372;4.3429
0.5;7.7129;11.2227;8.83;19.5319;5.6184;32.2167;7.9411;18.8841;11.7363;6.2116;17.5717;12.5503;4.4051
0.5;7.5041;10.8072;7.8374;17.771;5.7338;33.4275;7.9395;20.1406;12.1923;6.4299;18.684;12.561;4.4347
0.5;8.1154;10.4826;7.9245;16.0869;5.9668;33.0086;7.7704;23.1959;12.4484;6.2167;20.5752;12.5317;5.1078
0.5;8.542;10.7011;6.8292;18.6464;6.7347;31.5342;8.102;24.5108;12.9013;7.1002;20.8446;12.1369;4.8982
0.5;8.6144;11.3851;6.8751;19.5837;6.8781;31.2074;7.963;24.8832;13.111;8.0998;21.1896;13.5335;4.6805
0.5;8.9261;10.7259;8.0436;20.1719;8.0033;29.9905;8.287;25.7461;12.927;8.6885;21.4942;13.4515;4.4165
0.5;8.4796;10.5934;8.4203;17.5446;9.5387;24.5372;7.8532;27.3359;11.2375;8.365;22.4905;12.3162;4.6014
0.5;7.0888;10.6078;7.7503;17.5287;8.8234;27.0084;8.2525;26.2259;9.7575;7.3779;22.309;12.8582;4.641
0.5;6.9632;10.8213;8.9145;16.0696;8.2609;25.189;8.3762;24.9068;9.7804;6.8984;20.8876;12.3594;4.8023
0.5;6.7383;10.2379;9.2028;15.7516;7.7401;23.9772;7.881;23.3345;9.3536;8.1472;19.709;12.528;4.7058
0.5;6.6357;10.7204;9.3278;14.5827;7.614;22.3237;7.9472;22.3441;9.8712;7.5376;19.5715;12.9077;4.272
0.5;7.4959;10.1183;9.0249;15.9679;7.5045;21.8902;8.119;22.8235;10.3434;6.5753;19.5758;12.8684;3.7762
0.5;7.0711;10.0125;9.1959;15.7295;7.2043;23.0629;8.0962;25.2035;9.3519;6.4289;18.8806;13.0501;4.0317
0.5;6.5469;9.6144;8.1265;14.9414;6.6745;24.1534;8.0203;25.9221;8.5986;6.1066;18.3398;13.8663;4.1682
0.5;8.0085;10.3323;8.4454;14.0524;5.1199;26.2945;8.1323;23.6395;9.0884;5.8352;17.5831;14.032;3.9282
0.5;8.2787;9.6932;7.1972;12.0987;4.8597;23.0245;8.0367;23.3042;9.2102;5.8728;16.7036;13.4636;3.8955
0.5;7.5181;9.2377;8.9679;10.133;5.2749;24.3091;8.1181;23.6436;8.7698;6.3392;16.9143;13.9087;4.0337
0.5;7.846;9.2473;10.0057;8.721;6.3581;24.4768;8.0944;20.9037;9.126;6.6312;16.8732;13.6013;4.2257
0.5;7.2908;9.3311;10.9614;8.3032;6.5537;22.2559;8.2488;18.2609;8.815;6.6009;16.0273;12.1072;4.1471
0.5;6.3278;7.374;10.6858;9.1207;6.2939;26.9974;7.8189;18.221;8.8484;6.5977;15.7338;11.5989;4.3985
0.5;5.5049;5.7215;10.0752;9.7915;5.2967;25.085;7.8837;18.0218;8.5323;6.7249;15.0251;11.7801;3.6642
0.5;5.735;4.9454;11.0747;10.1004;5.269;27.5314;7.7244;16.637;9.3049;7.6248;14.6968;12.3518;3.6613
0.5;5.6677;4.2798;11.9066;9.9762;4.9604;25.8467;7.5414;16.9872;9.2089;7.8937;14.5307;13.4;4.3563
0.5;5.0694;4.4856;12.4766;9.5147;4.6446;22.4716;7.6066;18.209;10.2473;7.2872;15.7188;13.9888;4.3985
0.5;4.2167;5.1861;12.1057;10.0627;5.4164;22.6489;7.4277;20.7327;10.0213;7.1504;15.6232;12.6779;3.7258
0.5;5.2185;4.816;12.3162;10.7278;4.9827;22.2944;7.3837;20.6119;9.3773;7.5093;14.9747;11.9531;4.3254
0.5;4.9694;3.8632;10.9811;11.9738;5.6307;25.7451;7.527;18.679;8.8962;7.8482;14.8138;12.6756;4.1434
0.5;4.841;3.5686;10.1425;11.3483;5.1531;22.6966;7.4245;18.8025;9.745;7.43;14.4292;12.8725;4.2087
0.5;5.4015;3.9562;11.3473;11.3661;4.3278;22.0148;7.5725;17.6659;9.5487;6.2423;15.6984;13.814;3.9233
0.5;5.4367;4.2483;11.9609;11.8473;4.271;21.5427;7.5523;14.5347;10.9162;6.0216;17.3334;13.5727;3.5802
0.5;5.8664;3.8602;10.9417;11.8026;4.693;19.856;7.2702;13.2263;11.9081;6.5773;17.0522;13.1895;4.1194
0.5;6.1589;4.422;9.6074;11.9584;4.1273;20.0156;7.1953;13.7942;10.998;7.2346;16.6443;13.7601;4.1337
0.5;7.2663;4.7289;8.0499;9.7865;3.7097;21.0902;7.1995;12.9745;11.8658;8.5787;16.5241;14.2593;4.3719
0.5;7.5787;4.7482;7.3664;8.8858;3.5901;21.2876;7.4442;12.0636;13.0916;8.2181;15.6636;13.2866;4.4151
0.5;9.5631;3.882;6.2573;7.9635;3.3411;18.8495;7.4992;12.4971;13.8549;8.2697;15.9487;12.9905;3.9554
0.5;10.1391;4.1368;6.2091;8.3808;3.2349;22.6928;7.2896;10.1608;14.2931;8.6239;16.3381;13.6877;3.8676
0.5;10.2119;4.1004;7.0257;9.3649;3.0742;19.5647;7.4786;8.9193;14.8615;7.4948;17.1852;13.5152;4.5408
0.5;9.0873;4.8772;6.963;9.9552;3.0351;17.1453;7.5877;8.593;13.6035;6.4032;17.794;12.865;4.32
0.5;9.1391;4.357;7.4224;9.8902;2.6676;19.5423;7.3263;8.0527;15.0447;6.2756;16.6709;12.5914;4.4253
0.5;8.9612;4.2211;6.6068;9.9885;2.6621;20.5302;7.5813;7.8829;18.0207;7.2476;16.4051;12.7523;5.0307
0.5;8.0266;3.6434;6.9761;9.9448;2.8316;22.8539;7.5021;7.795;17.9024;6.8469;16.6301;13.0774;5.1961
0.5;9.092;4.4381;5.6317;10.049;2.459;18.8752;7.4406;6.8546;17.8241;6.2401;15.8897;11.5018;4.5211
0.5;9.6564;4.0922;6.3682;9.7297;2.5216;19.0397;7.7125;7.2142;16.602;6.259;16.5044;11.3791;4.92
0.5;10.6436;4.2612;7.2168;9.5724;2.8922;17.2847;7.5643;8.0217;14.2722;6.3193;17.516;10.9862;4.8422
0.5;10.1928;4.4067;7.9761;10.7902;3.3176;20.2263;7.623;7.9874;14.2863;7.7533;18.396;11.9291;4.1263
0.5;9.7754;4.2051;9.4506;10.8127;2.7129;19.0329;7.3357;8.6691;16.2326;8.2957;19.3356;12.7475;4.2357
0.5;8.5133;3.7836;9.3254;10.9543;2.701;19.1415;7.3864;8.2352;16.9457;7.1077;20.7487;12.063;4.2057
0.5;9.7374;4.455;8.9154;11.8448;3.3246;19.9457;7.0252;7.7147;15.4157;6.9893;22.1081;12.2885;4.2522
0.5;9.1838;4.1206;8.1721;12.2386;3.6179;19.9786;7.4833;7.4824;16.1488;7.1309;21.9905;13.716;4.3358
0.5;8.445;4.0272;7.9456;13.6688;4.136;23.1088;6.9558;7.6807;16.4343;6.4907;20.3697;12.7234;4.2
0.5;8.6601;3.9035;8.1939;15.0002;3.4639;25.1407;7.2647;8.1328;16.6319;7.641;21.1497;12.8973;3.9928
0.5;10.1336;3.6021;8.2983;14.0448;3.4372;24.2196;7.7635;7.8608;16.9898;7.5455;21.7469;12.4964;4.1862
0.5;10.3854;3.4816;8.0163;13.4604;4.1913;20.4069;8.2498;8.9718;16.7001;8.0679;21.8962;13.7637;3.8755
0.5;9.8451;3.97;8.2009;12.0445;4.1749;17.837;8.0015;8.8712;15.8035;8.1112;22.3149;14.5716;4.0287
0.5;9.3885;3.627;8.5001;9.8361;4.1571;20.4992;8.1096;9.5242;13.7194;9.9715;21.7102;14.7047;4.1643
0.5;8.6298;3.4411;9.3963;11.1672;4.2785;22.5219;7.998;9.5135;12.2823;10.554;20.7816;14.0717;4.279
0.5;9.233;3.2554;10.8675;11.9427;4.9706;24.3952;8.317;8.7109;11.9818;10.0358;19.9519;12.943;3.8025
0.5;10.6634;3.9448;11.2937;12.7294;4.4204;27.2155;7.9219;9.1142;13.3023;10.0684;17.5948;12.604;3.8075
0.5;11.0861;3.6129;12.0141;14.5788;4.073;27.9113;8.0535;7.9926;13.6683;11.4222;16.8765;11.943;3.9507
0.5;10.6001;3.7807;10.9293;15.0186;4.0676;26.5593;8.2992;7.8437;13.8699;12.5278;16.3171;12.9468;3.6536
0.5;10.3435;4.1252;9.7427;13.8093;4.7615;24.7365;8.1894;8.4645;13.2991;13.6143;15.9674;12.613;4.1315
0.5;9.4437;4.0387;8.6591;14.3587;4.9258;26.8796;8.0422;11.269;12.4127;15.1632;17.0055;12.754;4.3391
0.5;8.1432;3.5274;8.9487;12.9707;4.5469;28.8059;8.1571;11.8591;13.9161;16.5666;16.5759;11.0951;4.0427
0.5;8.0934;3.2312;7.8879;11.3366;4.4431;28.6737;8.1778;11.2569;14.7181;18.876;16.3391;10.7848;4.0183
0.5;7.3902;3.7288;8.7097;11.8658;5.2292;26.3281;8.4868;10.5772;13.707;20.6399;16.9978;9.3595;4.2595
0.5;7.3502;3.3728;10.1295;12.5574;5.4789;25.5625;8.1558;11.5988;10.9234;20.8416;17.7569;9.8949;4.1218
0.5;6.3125;3.5768;10.7483;13.427;4.6146;27.0272;8.3829;11.0089;9.9314;20.6519;17.4681;10.465;3.7092
0.5;6.8025;3.2827;9.8357;12.0086;3.3145;24.9414;8.1549;12.0156;9.7201;20.7468;18.6298;10.5222;3.682
0.5;7.6169;3.9964;8.7979;11.6003;3.6058;24.4156;8.1313;11.2544;10.9669;19.9625;20.0041;10.1091;4.2544
0.5;8.327;3.5366;9.556;11.3042;4.8634;26.2334;7.8606;12.7174;10.8345;19.0153;20.4722;10.7437;4.6422
0.5;9.718;3.806;11.0993;13.219;4.7041;25.8596;8.3617;12.9731;10.9155;17.3889;20.4586;10.6871;4.0877
0.5;10.357;4.1173;11.0423;15.6605;5.1071;24.0143;8.4296;12.9642;9.8011;13.8352;19.9777;9.5973;3.4524
0.5;9.5865;4.9241;10.0115;15.6991;6.1439;24.498;8.3907;11.4699;8.9853;13.7434;20.5735;9.8336;3.6672
0.5;9.8139;5.1545;10.31;17.243;5.7743;27.6751;8.0454;13.3736;9.4278;13.0252;22.104;10.7183;3.5026
0.5;8.8696;4.6464;9.903;18.5314;5.7255;29.068;7.7483;14.4368;9.1662;13.3615;23.8373;11.2944;3.7931
0.5;9.7905;3.8929;10.7884;18.1846;5.0698;31.3037;7.5794;14.7045;7.8811;13.261;25.7907;11.6182;3.6519
0.5;9.6897;3.8899;11.1575;18.6275;5.5951;30.3103;7.3437;14.4772;7.3353;13.8355;25.1413;10.8928;3.4664
0.5;9.3645;3.8989;10.1074;19.1008;5.7527;30.3197;7.7157;14.5112;7.1376;14.1937;24.5491;11.1306;3.7372
0.5;7.9666;3.9561;9.8215;20.9803;5.2425;29.1034;7.7142;14.5205;8.4387;15.5202;23.875;11.6188;3.4038
0.5;8.1629;3.0559;9.6695;20.1257;5.1563;29.1532;7.3544;13.7993;8.9605;15.3176;23.7901;12.4069;4.4001
0.5;7.663;3.7167;9.6713;19.6518;5.2547;29.2378;7.4781;14.007;9.1703;16.34;23.7952;12.0845;4.2149
0.5;8.2225;5.0252;9.3185;17.2434;5.2762;29.5829;7.4231;13.3796;8.5867;16.4782;22.0381;11.7628;4.1057
0.5;8.0695;8.294;8.8832;18.6176;4.51;32.3728;7.2854;12.1748;8.3335;15.2619;20.603;11.4475;4.248
0.5;7.3446;10.0895;10.1346;20.5901;4.4068;32.2419;7.2702;13.5598;11.5831;16.7038;21.8674;12.4977;3.8366
0.5;7.481;10.286;11.4649;19.654;4.9542;32.8099;7.4312;14.9357;11.9666;16.3296;23.4393;13.4769;3.4828
0.5;6.827;10.9823;10.6106;16.4722;4.2683;31.3623;7.1656;13.9298;12.1428;16.2141;24.7844;14.4339;3.8634
0.5;6.5368;10.2314;10.4462;16.7059;4.2937;29.4019;7.1671;13.288;11.3066;15.9062;23.6872;15.7619;3.7029
0.5;7.2628;9.4977;8.9778;19.1962;4.4428;26.1623;7.2385;12.0311;10.4039;16.4464;24.2523;15.3149;3.9247
0.5;5.7266;8.8998;8.5842;21.5126;4.1376;22.2994;7.3521;12.0899;10.7013;14.5712;23.8979;14.834;3.6005
0.5;6.5105;7.6929;8.1384;24.3932;3.8359;18.9878;7.3541;12.4158;9.6841;14.9069;23.4027;14.1712;3.7604
0.5;6.82;8.0296;8.107;24.2111;4.0845;16.5667;7.006;11.5326;8.701;15.0466;23.0873;14.0342;4.1875
0.5;6.0371;9.2741;7.7548;22.515;3.5601;20.9554;7.0143;9.5579;8.9075;15.7596;22.2371;15.0117;4.5894
0.5;6.2034;9.6764;7.0593;21.9868;3.1438;23.2448;7.218;10.0601;7.8008;17.4557;20.3389;15.534;4.2357
0.5;5.2342;10.3982;8.638;22.4694;2.558;24.5061;6.7954;11.5452;6.9702;16.6164;18.3451;15.5487;3.9666
0.5;5.0062;9.0246;8.3375;19.8654;2.3356;25.4133;7.0517;12.0519;6.7924;15.5681;17.1939;15.6103;3.2358
0.5;4.3329;7.682;8.7996;19.508;2.2262;26.8287;6.7652;13.1688;6.2668;16.2269;16.8703;14.8749;3.5693
0.5;4.8276;9.4014;9.009;21.2282;2.7755;28.9419;7.1769;11.021;5.9324;16.487;17.2246;15.4819;3.6545
0.5;4.6826;10.6237;7.1225;19.3896;2.9119;29.4284;6.7778;11.4705;6.6455;17.2999;17.2686;14.9152;3.7135
0.5;5.0507;11.5432;6.5062;15.9644;2.8155;29.8299;7.2067;11.8291;6.922;17.0509;16.5474;14.4251;3.7066
0.5;5.6945;10.8153;5.7277;15.6165;3.0255;29.4681;6.9781;11.5515;5.9348;14.7903;15.8211;14.616;3.6849
0.5;5.2484;11.2033;5.3904;14.8829;2.9235;29.4244;6.7704;12.5664;6.0747;15.5375;15.9186;14.1564;3.5603
0.5;5.8922;12.1267;4.7515;12.3053;2.8536;29.5354;6.7621;13.3562;4.9989;15.068;15.6123;14.6473;3.6679
0.5;5.3292;11.3154;5.3615;11.0599;3.4605;31.351;7.1698;13.5332;5.8226;14.4096;16.724;14.2774;3.7607
0.5;5.388;11.5711;5.5617;9.6796;3.5699;31.8351;7.0777;15.6804;5.8881;14.7731;17.5467;12.7029;3.5339
0.5;5.2065;11.5989;5.6391;7.9663;3.6201;32.2391;6.7351;14.6528;5.0745;14.2523;15.88;10.9883;3.6686
0.5;5.523;11.8839;6.0973;6.7066;3.9189;32.584;7.0624;14.913;5.3597;14.2567;15.4809;11.5784;4.0459
0.5;4.5932;10.7321;5.6455;6.9637;4.0343;31.004;7.5336;14.6448;6.0736;14.4719;14.8801;11.2977;4.7119
0.5;5.3237;9.8594;5.5235;7.3937;4.0999;29.3912;7.7251;15.1134;6.052;13.4156;14.4757;10.1188;5.2533
0.5;5.4368;9.7342;5.7964;7.0751;4.2668;27.8911;8.1764;14.9205;6.8116;11.2571;13.9212;10.0404;5.2791
0.5;5.3735;8.8595;6.3883;7.5087;4.8109;28.2835;7.7067;14.0122;6.5433;9.5501;13.9006;10.9602;5.4107
0.5;4.7108;8.5438;6.6575;7.8558;4.295;28.8215;8.094;14.6293;6.5142;8.0818;13.9099;11.0129;5.4937
0.5;4.6467;8.9481;6.3134;8.3507;3.7971;29.1753;7.88;13.1935;6.4287;7.3023;14.0352;11.0969;5.2666
0.5;4.4046;7.2454;6.7363;8.622;4.2898;27.1802;7.8369;13.9302;7.9433;7.8633;13.3808;10.457;5.2458
0.5;4.4427;6.2009;7.413;8.2959;5.0642;25.8259;8.1355;12.4088;7.1752;8.1387;15.4695;10.6292;5.0868
0.5;4.14;4.9426;7.7017;7.063;5.0552;22.3196;7.8022;11.9177;7.2901;7.8348;15.2595;10.8971;5.6567
0.5;4.6483;4.9968;7.7666;8.3441;5.8487;20.4316;7.9001;12.0274;7.394;8.8032;15.6323;11.7269;5.7481
0.5;4.0413;6.3583;8.1422;8.0764;5.8368;19.1743;8.3142;12.4764;7.5684;7.9548;15.3714;10.9613;6.0924
0.5;4.8499;6.6819;7.6323;8.2119;5.9176;19.3483;8.5062;12.8429;7.7469;7.5614;14.9347;10.2814;6.1976
0.5;4.8608;7.5629;8.0181;7.0865;6.5079;20.3021;7.9571;11.9071;8.9959;6.9833;15.4883;10.7788;5.9996
0.5;5.0573;8.3562;6.9777;8.2222;6.1158;16.7054;7.7489;12.6955;9.2024;6.0925;15.0196;9.5085;5.2735
0.5;5.1816;8.3577;6.9794;8.1177;6.664;17.3443;7.9957;14.2639;9.9225;6.1919;14.6217;9.3054;5.1353
0.5;5.2296;7.1001;6.5681;8.5156;5.92;19.5744;7.9992;15.364;10.0781;7.2622;14.8305;9.2437;5.4757
0.5;3.807;7.2456;7.2495;9.2671;6.1748;19.9878;7.8662;15.9693;10.1192;7.0931;15.3867;10.3165;4.9307
