odour stim,29/09/2020 Female4,29/09/2020 Male6,30/09/2020 Female2,30/09/2020 Male4,30/09/2020 Female7,16/10/2020 Female4,21/10/2020 Female3,16/10/2020 Female4,30/10/2020 Male3,02/11/2020 Female3,08/11/2020 Female5,25/02/2021 Male5
,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V
1,8.4064,7.8141,3.5032,5.9064,10.1641,8.9629,8.571,17.9217,8.0192,5.2036,2.0811,3.8445
1,8.0173,7.9958,3.923,5.7887,9.9448,8.4052,8.8661,17.9021,8.3346,5.1026,2.1657,3.8904
1,7.9412,7.5843,3.6398,5.6089,9.4953,8.06,9.0691,15.8484,8.8093,4.8562,2.1747,3.6801
1,8.2742,7.1141,3.3913,5.6073,9.0917,8.2788,8.86,16.8284,8.4423,4.8921,2.18,3.5203
1,8.2215,7.9325,3.0967,5.5374,8.5421,8.5922,9.0282,12.7226,8.5654,4.9379,2.0649,3.4942
1,8.1697,7.4808,3.2452,4.8489,8.7478,8.9566,8.6113,12.1568,8.2606,4.7436,2.4392,3.6624
1,8.6817,7.6629,3.2855,4.7319,8.5298,7.3978,8.9955,12.3623,8.1564,4.6483,2.2963,3.9013
1,8.8682,7.6485,2.9142,4.5934,8.3848,7.8442,8.2783,11.4517,7.5934,4.6753,2.1919,3.4849
1,8.8312,7.2317,2.8892,4.1188,8.0154,7.7239,8.7717,11.2634,8.0529,4.3362,1.9924,3.8155
1,8.7028,7.0717,2.9988,4.0607,7.7289,6.802,8.523,9.4215,7.6531,4.3374,2.3596,3.2968
1,8.9431,6.6502,3.3357,4.0044,7.2294,7.0081,8.0206,9.4503,6.9509,4.406,2.2928,3.456
1,8.8629,6.627,3.0485,3.3068,6.5666,5.275,8.0673,11.4773,6.8182,4.4026,2.3514,3.4771
1,8.5018,6.6979,3.2276,3.4407,6.5187,3.955,8.4358,13.0204,6.9527,4.439,2.111,3.4407
1,8.5848,6.201,3.1891,3.5386,6.3613,5.4308,9.4702,11.9699,7.061,4.238,2.3991,3.2353
1,8.1405,5.9163,3.2257,3.2441,6.3355,4.9338,8.9288,12.4755,6.5246,4.5269,2.8046,3.0654
1,8.3033,6.2157,3.2701,2.8513,6.3904,4.8823,8.9113,12.8805,6.9332,5.3307,3.9704,2.7803
1,8.2333,6.4305,3.4239,3.0284,6.6234,4.8412,8.7793,12.8528,6.8588,5.5743,5.6428,3.0877
1,8.128,6.5268,3.1913,2.876,6.4452,4.4138,8.0772,12.9314,6.9484,5.6953,7.4539,3.3362
1,8.2852,6.8161,3.0907,2.8477,6.1464,4.7307,8.3035,13.0592,7.6148,5.895,8.838,3.8005
1,8.2916,6.935,3.3375,2.6321,5.8674,4.4037,7.7593,13.4681,8.0307,5.7021,8.7026,3.9602
1,8.06,7.3131,5.1101,2.5111,6.0608,4.4667,8.4129,13.7036,8.1449,5.7462,9.1552,4.5763
1,7.8591,7.6374,8.2776,2.9418,6.0205,4.5007,7.857,12.9423,8.5703,5.5264,9.5674,4.7402
1,8.0654,7.7176,9.3444,4.0187,5.7882,4.8074,7.9176,13.6514,9.1747,5.587,9.2844,5.0019
1,7.1341,7.5422,12.2053,4.6758,6.6322,4.8954,7.6503,17.6481,9.211,5.3578,8.9955,5.6746
1,6.9279,7.4637,13.9539,4.749,7.2002,3.598,7.6874,18.9065,9.9664,5.3721,8.7651,5.1416
1,6.8499,7.274,16.1584,4.7522,7.866,4.3761,7.8104,13.8406,10.2849,5.2821,9.1588,5.7647
1,6.8976,8.0051,17.5029,5.0629,8.3654,5.5653,8.2397,13.7903,11.1981,5.3805,6.9603,5.2885
1,6.4833,7.4575,17.5666,4.5064,9.1276,5.18,8.5144,15.5337,10.4666,5.5711,6.4789,5.0066
1,6.4873,7.3262,19.123,4.5015,9.7271,5.1383,8.2994,17.6211,9.785,5.7194,5.7337,4.5432
1,6.6671,7.3607,18.8715,4.4295,9.5182,5.221,7.9458,18.3577,8.8114,5.6255,5.5797,4.1763
1,7.1138,7.0892,19.2396,4.6444,10.1512,5.07,7.5478,18.1884,8.236,5.5842,5.0862,4.2664
1,7.6625,7.8634,18.7967,3.789,9.6797,4.7871,8.144,18.235,7.3815,5.3569,4.8588,4.2004
1,8.36,7.7625,18.278,3.7612,9.3769,4.6186,8.667,17.7668,7.0985,5.3954,4.3098,4.0828
1,7.7258,7.7927,17.8553,3.7088,8.7435,4.8637,8.6331,15.1674,7.1103,5.0527,3.4541,3.6476
1,7.5229,7.8541,17.1726,3.4187,8.0755,4.9332,8.3556,11.0638,7.1845,4.6527,3.7417,3.6141
1,7.189,8.2552,17.4276,3.1947,8.4609,3.8672,8.4225,12.3583,6.7294,4.4722,3.0965,3.4296
1,7.6226,8.0062,16.3234,3.1522,8.0561,3.4142,7.2892,10.8404,6.7139,4.2744,3.4616,3.6564
1,7.0668,8.352,16.3979,3.0579,7.634,4.5669,6.9568,9.7937,6.4722,4.1351,2.7993,3.5691
1,7.3206,9.0821,15.457,2.8668,7.5775,4.74,7.4053,8.8231,6.343,4.235,3.0974,3.5342
1,7.4488,8.9943,15.8627,3.1237,7.1021,4.3529,8.1979,7.6207,6.1582,4.2241,2.8428,3.3773
1,7.3599,8.5903,15.4197,3.0292,7.3431,4.4933,7.8986,7.1039,5.7842,4.5097,2.67,3.0796
1,7.1205,8.7395,14.9721,2.7663,7.116,4.5243,7.5224,7.0391,5.5751,4.3843,2.3344,3.4123
1,7.285,8.3454,14.9958,3.0143,6.8853,4.5599,7.1078,5.8701,5.8286,4.1936,2.4367,3.0811
1,7.2937,9.7989,14.9672,2.65,7.2101,4.5634,6.8227,5.0797,5.6442,4.4375,2.5112,3.0473
1,7.5451,10.0479,15.4685,3.1824,7.1726,5.4256,6.9721,5.1979,5.5631,4.7065,2.3951,3.1939
1,7.8308,9.6714,14.7465,3.125,6.4984,7.011,7.2101,5.5846,5.5943,4.8434,2.2651,3.0965
1,7.3182,9.7919,14.6031,3.119,6.736,7.8868,7.4549,5.5382,5.408,4.8738,2.1651,2.6997
1,6.9508,8.9766,13.9882,3.0516,6.8631,8.3537,7.2537,5.6397,5.7466,4.7947,2.4807,3.0116
1,7.3064,8.7737,14.2014,2.887,6.3835,14.07,7.0754,5.5213,6.5789,4.8191,2.7077,3.2465
1,7.2324,11.6814,14.1051,2.9651,7.5964,18.4487,6.7069,5.8362,8.0382,5.2832,2.3167,3.9395
1,6.902,11.3412,15.3888,2.9721,8.8508,17.5972,6.801,5.9743,9.2309,4.9093,2.3906,4.3701
1,6.4657,11.1524,15.1536,2.6932,9.3318,19.1851,7.1496,8.4216,10.0036,4.7664,2.2249,4.1878
1,6.0586,11.1989,15.62,2.3475,10.0256,19.5471,8.2711,9.3305,9.1502,4.8445,2.3065,4.5096
1,6.1453,11.1625,15.3551,2.289,10.4566,20.366,8.6671,7.9414,8.6548,4.7762,2.3091,4.0959
1,6.4061,10.4697,15.1582,2.186,10.5549,20.1819,7.8298,7.28,8.3732,5.0214,2.1686,4.7956
1,6.6197,8.9862,15.1152,2.107,9.8559,20.3282,6.8899,7.3153,8.5572,5.2169,2.2282,5.0251
1,7.1802,8.6106,15.3856,2.3774,9.8539,20.9817,6.4147,6.6957,8.4237,5.1694,1.6421,5.2958
1,7.5145,7.5878,15.3398,2.2511,10.2928,20.4076,6.9457,6.5548,8.0525,5.4988,1.3578,5.2291
1,8.3663,7.3895,15.3541,2.1883,9.7335,18.9003,7.0784,6.0935,7.8228,5.3697,1.9468,5.1689
1,8.7509,7.4089,15.387,2.3829,9.4228,17.911,6.2435,6.8157,7.5678,5.2728,2.44,4.5577
1,8.9132,7.2082,14.9398,2.3966,8.8935,17.8448,6.9013,6.4665,7.4837,5.6039,2.4525,4.7142
1,8.7333,6.376,15.0326,2.2822,8.5271,17.0872,7.719,5.9112,7.4759,5.5529,2.2826,4.3971
1,8.819,6.377,14.1243,2.5438,8.6008,17.3116,7.9854,7.233,7.504,5.5054,2.1211,3.8632
1,8.8738,6.3938,14.616,2.6175,7.7462,16.2627,7.9555,7.1054,7.168,5.3631,2.052,4.0079
1,8.4014,6.1303,13.8939,2.6433,7.0966,16.0939,8.9283,6.7077,7.3919,5.1443,2.2089,3.5118
1,8.2483,6.126,13.7198,2.9623,7.145,15.0615,9.7742,6.13,7.1658,5.0889,2.0285,3.83
1,8.4837,6.3964,13.6121,2.9599,6.72,15.0365,8.931,6.0171,6.9331,4.8009,1.9018,3.3532
1,8.9203,6.0494,13.3773,2.9705,6.5434,14.8228,8.6292,6.0644,6.8805,4.7218,2.0192,3.3009
1,9.1577,6.4097,13.1426,2.7763,6.2923,14.697,8.6073,5.3604,6.3442,4.5778,2.3077,3.3633
1,9.121,6.3377,13.2502,2.6691,6.3793,14.1611,8.3983,6.0242,6.582,4.2077,2.3249,3.2365
1,8.9766,6.6281,12.8592,2.3476,6.7546,13.3332,8.477,5.8256,5.9707,4.1185,2.588,3.2169
1,8.8899,7.3138,12.4323,2.1984,6.8667,13.7766,8.063,6.4933,6.8884,3.9226,2.4835,2.9933
1,8.5611,7.0909,12.4927,2.0938,7.2084,13.3631,7.0217,6.208,7.3226,3.8715,2.5005,3.1126
1,9.048,6.916,11.7628,1.9159,7.7043,12.7602,7.6286,6.1514,7.0175,3.7672,2.5052,2.8824
1,8.778,6.1102,11.4087,1.7865,6.8899,13.9798,6.6894,6.5096,6.9314,3.7349,2.448,2.7458
1,9.0279,6.681,11.3287,1.848,7.13,12.4976,6.8022,5.865,7.3767,3.497,2.3618,3.1481
1,8.435,6.5273,11.4318,1.7103,7.454,13.1604,6.7214,5.8874,6.8901,3.4662,2.4499,3.1977
1,7.9252,6.5226,11.2072,1.6529,7.3111,11.7629,6.2748,5.0544,7.0882,3.5716,2.4045,2.9246
1,8.5177,7.1687,11.1651,1.8739,7.8524,10.7371,6.5542,6.0686,7.2218,3.6089,2.4226,2.7537
1,10.8516,6.2114,12.4984,2.4563,8.2976,10.8806,6.2982,6.1308,7.1261,3.4314,2.4162,2.7728
1,12.2877,6.1212,11.9389,2.6591,7.744,10.4692,5.9282,5.8476,7.1764,3.5166,2.2873,2.6523
1,12.0734,6.7541,12.616,2.7656,8.7393,10.964,6.2027,5.3449,6.7424,3.4722,2.4772,2.6374
1,11.9021,6.8081,12.4668,4.1717,8.4414,10.8642,6.037,6.6859,6.6684,3.3921,2.542,2.548
1,12.7783,7.6359,12.7683,4.1901,8.6801,10.6892,5.9262,5.3121,5.5441,3.2848,2.6234,2.7855
1,13.1641,7.8599,12.4472,3.8062,8.4561,11.4265,5.326,5.1081,7.2078,3.3796,2.7282,3.2469
1,13.6815,8.8129,12.4195,3.8787,8.2683,10.8523,5.0707,5.991,7.8422,3.8285,3.1086,3.5551
1,13.5515,8.8843,12.664,3.8857,7.9147,11.6556,5.346,7.3671,7.8381,3.7873,3.0379,3.6671
1,14.1832,8.6947,12.125,3.8315,7.7248,11.362,4.9703,8.4405,7.8058,3.9966,3.1399,3.6719
1,14.3256,9.2492,12.3794,3.6975,7.6462,11.2506,5.5759,10.0736,8.1265,4.5175,2.9958,3.6049
1,13.9853,10.6449,12.0935,3.9454,7.0669,11.3527,4.9911,9.4214,8.42,5.3795,2.9971,4.1199
1,13.7171,11.0806,12.2545,3.4599,6.0674,11.3509,5.1649,8.6928,8.0808,5.9586,3.0539,4.1468
1,13.2305,10.0639,11.9374,3.1903,5.6633,10.7852,5.8537,8.5563,7.4573,5.931,3.0157,4.0451
1,12.8238,9.5154,11.9349,3.2673,5.4198,11.115,5.3278,10.1644,7.9123,6.0504,2.9292,3.7083
1,12.5677,9.0785,11.7633,3.1533,5.3229,11.1602,5.118,9.1272,7.6522,6.2913,2.9474,3.6609
1,12.2465,9.4049,11.1231,3.0621,5.596,10.8709,5.3213,10.1659,7.0292,6.1853,3.1328,3.4826
1,11.4348,8.1278,10.8255,2.9154,5.9188,10.931,5.2622,10.5311,6.9864,5.8056,2.7515,3.4319
1,11.3057,8.1544,10.4534,2.7541,5.8044,11.091,5.7323,11.9319,6.429,5.9008,3.1204,3.1999
1,11.3539,8.164,10.476,2.6696,5.5432,10.5585,5.0204,11.2654,5.7997,5.6161,2.6457,3.1834
1,10.9854,8.1694,10.5051,2.3269,5.5062,10.7622,5.3143,10.9388,5.6341,5.8245,2.6261,3.1161
1,10.7639,7.9903,10.2936,2.3508,5.2281,10.3833,4.5262,13.3097,5.4336,5.7587,2.4692,2.8626
1,10.8809,7.8562,9.9799,2.4205,5.114,10.7355,4.5064,12.922,5.5232,5.5097,2.3664,3.1239
1,10.4609,8.0071,9.6468,2.1996,5.3078,9.9806,4.8283,12.0666,5.3232,5.5153,2.4374,2.4182
1,10.3041,7.7807,9.161,2.398,5.0386,9.3184,5.0159,11.924,5.2023,5.5804,2.132,2.9649
1,10.595,7.9709,9.112,2.2997,5.1803,9.4798,4.9254,10.9359,5.3175,5.5133,2.3134,2.9913
1,10.6615,7.415,8.7997,2.1707,5.0236,9.1708,4.8661,10.4272,5.7272,5.2905,1.9986,3.2764
1,10.6648,7.7386,8.9083,2.0444,5.0186,9.77,5.0322,8.0814,4.9704,4.8351,2.4017,3.2219
1,10.3273,6.9341,8.6935,1.8982,5.0769,9.1082,4.8728,7.0824,4.953,4.8199,2.0865,2.8404
1,10.2941,7.012,8.5914,2.0254,5.5573,8.9089,5.4321,6.8399,4.9985,4.8869,2.2638,2.8844
1,10.0058,7.9246,8.9649,2.6901,5.8841,9.0663,5.9264,7.3998,4.6155,4.5822,2.2498,2.6945
1,10.299,10.0522,9.6708,3.9028,6.1215,8.0007,5.6297,4.7883,4.8936,4.3711,2.5118,2.4601
1,10.2881,10.1671,10.0282,4.3761,6.6969,7.0206,5.0309,5.5281,4.5875,4.3077,2.4162,2.5175
1,9.9377,9.9212,10.7423,3.9309,7.4922,6.0081,4.9808,8.6129,6.2829,4.4508,3.0825,2.4817
1,10.1906,9.901,10.6868,4.2401,8.4968,6.0141,4.9664,11.1864,9.7823,4.5905,3.7299,2.1542
1,9.9589,9.9821,11.1049,4.352,9.4219,5.2414,4.753,11.188,10.5259,5.2824,4.1571,2.8389
1,10.0556,9.8295,11.8499,4.0912,9.99,6.3043,4.7668,11.6358,11.134,5.4196,4.1408,3.2577
1,9.7865,9.6029,12.0973,3.9213,9.8641,5.5631,5.2352,10.5849,11.5581,5.5023,3.686,3.5038
1,9.6065,10.6176,11.7128,4.3643,10.3558,5.6146,5.533,10.5577,10.9758,5.5966,3.6933,4.0853
1,9.5823,10.9373,11.2201,3.7323,11.0086,6.2087,4.7614,8.1829,11.2038,5.5485,3.3722,4.0748
1,8.6949,11.1175,11.1477,3.6957,11.0508,4.7332,5.7601,10.173,10.9622,5.991,3.3594,3.9341
1,8.5243,9.5738,10.8786,3.1605,10.8905,5.1821,5.4952,10.8546,10.756,6.2106,4.3458,4.1119
1,8.665,10.0352,9.9519,2.8242,9.8639,6.002,5.5105,9.1603,11.5747,5.944,4.1432,4.1336
1,8.2415,8.8064,9.0629,2.6213,9.2997,9.2749,5.577,11.6726,11.1863,5.7985,5.2143,4.0381
1,8.015,8.4476,9.2723,2.3822,8.7967,10.0779,5.2153,9.6445,11.4727,5.6539,4.398,4.0003
1,7.6534,9.2643,8.7283,2.1286,7.9479,10.2225,5.1875,9.8642,9.5885,5.8631,4.1655,3.8004
1,7.6926,8.5809,8.1707,2.495,7.3454,9.8653,5.4879,9.0731,8.0106,5.6315,3.8779,3.6733
1,7.3915,8.3867,7.9881,2.3986,6.6167,9.1128,5.844,7.5364,9.3171,5.5208,4.0319,3.1974
1,7.3487,8.1889,6.5691,2.319,6.6278,7.4763,5.9412,8.2493,9.019,5.5822,3.9871,3.0821
1,7.3074,8.1165,6.8134,2.4177,6.4961,7.8081,6.521,10.9703,8.5535,5.7196,3.7029,2.9823
1,6.727,7.2399,6.223,2.6058,6.063,6.9568,5.6065,10.7957,9.357,5.3587,3.9386,2.8692
1,6.5332,7.1773,6.1558,2.5706,5.9073,6.4354,5.1816,9.9174,8.2311,5.2096,2.7806,2.6905
1,6.8849,7.5918,5.8563,2.6959,6.0417,7.4456,6.3245,9.8578,8.3603,5.1716,2.8523,2.4039
1,6.0266,7.2251,5.2602,2.6988,5.8136,5.8252,5.4134,9.929,8.0035,5.2362,2.8002,2.1137
1,5.5679,7.6212,5.1742,2.6313,5.7079,6.8336,6.1915,10.2812,8.066,4.8836,2.5705,2.5831
1,5.5055,7.1415,4.7586,2.608,6.0936,6.5253,5.9338,10.2928,7.692,4.8468,2.4206,2.4733
1,5.1327,7.4454,4.8336,2.7875,6.3183,7.0156,5.7033,10.3747,7.6464,4.6473,2.512,2.2599
1,4.8399,7.5987,4.6717,2.9133,6.7629,7.1437,5.6166,9.2027,7.2114,4.8426,2.5345,2.3616
0,4.4683,7.3948,4.514,3.108,6.9761,8.5735,5.7622,9.1025,7.1019,4.6945,2.4778,2.072
0,4.0587,7.8441,4.4788,3.0836,6.3592,8.712,5.5986,7.9945,6.933,4.7996,2.2597,2.3181
0,4.4373,6.972,4.4173,2.9365,5.7673,9.1636,4.9517,9.4197,6.7624,4.8709,2.2378,2.2331
0,3.9194,7.668,4.4714,3.0751,5.6297,8.9912,5.0908,8.4413,6.3852,4.7744,2.2038,2.6311
0,3.5559,7.8168,4.3555,3.1077,5.4206,8.8403,5.5627,8.6214,6.2248,4.9969,2.0903,2.386
0,3.5564,7.2757,4.2802,3.6948,5.0703,8.5024,5.9551,9.1606,6.0338,4.8849,2.3721,2.3698
0,3.3879,7.379,4.0898,3.6393,4.891,8.3957,5.7677,7.9939,6.1342,4.6802,2.2301,2.3995
0,3.4835,6.9128,4.1608,3.9229,4.8462,8.5057,5.5701,6.4133,6.2727,4.9068,2.1886,2.0086
0,2.9868,6.8409,4.5688,3.8209,5.0923,9.4001,5.1959,7.0121,5.9487,5.0264,1.872,2.1799
0,3.1455,7.3952,4.1781,3.4695,5.0255,8.7439,5.1213,6.475,5.5838,4.9434,1.8985,1.9147
0,2.9883,7.0606,3.9639,3.3339,5.6761,9.0476,6.141,7.2497,5.783,4.3954,2.1045,2.1203
0,3.0131,6.9106,4.0704,3.3726,5.6369,9.2582,5.492,8.6575,5.5045,4.3213,1.5839,1.804
0,2.8256,6.7571,3.8612,3.0181,5.7285,9.4611,4.8881,9.9684,5.2834,3.9734,1.8391,2.3134
0,3.1407,6.8827,4.0208,3.142,5.0323,9.2046,5.5794,11.1888,5.3653,3.8671,1.7933,2.239
0,3.1779,7.5343,3.9688,2.7462,4.6841,9.1017,5.7861,10.7017,5.5449,3.781,1.7114,2.062
0,3.1184,7.7252,3.6431,2.6184,4.8301,9.5909,5.3864,9.5833,5.4913,3.5665,1.7196,2.136
0,3.2209,8.5695,3.4261,2.8731,4.6095,10.5293,6.3339,9.4981,5.4636,3.6079,1.8705,1.9086
0,3.2343,7.5059,3.6593,2.8529,4.5537,10.6144,6.3708,10.1982,5.2484,3.3026,1.9471,1.8733
0,3.2746,7.2554,3.8253,2.9779,4.3284,10.2587,5.7506,9.7137,5.51,3.3559,1.8906,1.8222
0,3.1856,7.1773,3.3531,3.12,4.5948,9.368,5.2753,10.5639,4.6506,3.2027,2.1198,1.7933
0,3.0673,7.1292,3.6853,3.1841,4.5044,8.8218,6.289,11.2349,5.0539,3.3269,2.104,2.0711
0,3.0758,7.0375,3.3106,2.7087,4.9186,8.7067,6.1983,11.7621,5.3112,3.33,2.1759,1.7353
0,3.1643,7.2293,3.7152,2.4738,4.8361,8.7691,6.2532,13.2459,5.3647,3.03,1.9865,1.8218
0,2.9297,7.0845,4.1029,2.4876,5.2021,8.3769,6.2374,12.9546,5.2754,3.0238,1.9365,1.7699
0,2.9373,6.5552,3.6732,2.1523,5.352,7.8742,6.5067,8.7788,5.4814,3.0125,1.9997,2.1125
0,3.2362,6.6782,3.6768,2.1995,4.8726,7.4343,6.4468,11.8277,5.2265,3.0083,1.9977,1.8721
0,3.4332,6.7139,3.3836,1.829,4.6049,6.8484,6.3016,10.0178,5.2663,2.9018,1.8989,1.7559
0,2.9985,6.9358,3.674,1.8285,4.7584,6.3221,5.9623,10.1094,5.275,3.0742,2.0492,1.9818
0,3.0783,6.3318,3.6712,1.7297,4.2799,6.3504,6.8911,8.6858,4.9326,3.1748,1.964,1.9042
0,3.2312,6.0843,3.5279,1.5892,4.3683,6.0177,6.6984,8.6583,5.6971,3.0983,1.9414,1.9597
0,2.82,5.9918,3.178,1.4815,4.201,4.5502,6.6532,8.278,5.5085,3.1385,2.0306,1.954
0,3.1986,5.6112,3.3876,1.4247,3.9716,5.2932,8.36,7.8529,5.5787,3.0881,2.0571,2.0415
0,3.15,6.3753,3.3234,1.5687,4.0496,5.0172,7.8219,6.04,5.3752,3.2214,1.9442,2.2637
0,3.0851,5.9753,3.0172,1.5054,4.2081,5.3589,7.1152,6.8346,5.3271,3.2854,2.015,1.9912
0,2.9055,6.1009,3.0126,1.4174,4.0807,5.2561,8.3003,6.3429,5.0739,2.9981,2.0561,2.0821
0,2.9017,6.2086,3.118,1.695,3.7799,5.5339,7.8,6.5409,5.0439,3.326,1.8617,1.9091
0,2.8978,6.2119,2.8379,1.8631,3.8187,4.9573,8.0317,6.3779,5.0515,3.2489,1.9062,1.9946
0,2.8031,5.928,2.8145,1.9409,3.5336,4.7272,8.0427,6.2101,5.0041,3.565,1.9926,1.9818
0,3.0074,5.7795,3.0147,2.1798,3.8869,4.5839,8.5064,6.308,4.8614,3.6807,1.844,2.0039
0,2.9569,5.5791,2.9168,2.4677,3.8916,4.5766,8.1606,5.444,4.7567,4.03,1.6544,1.9492
0,3.0709,5.9357,3.0113,2.2355,4.3822,4.2361,7.8652,5.9201,5.1143,4.4408,1.8696,2.1118
0,3.0317,5.4495,2.8657,2.1015,4.4635,4.2144,8.8563,5.5533,4.517,4.6266,1.6477,1.9478
0,3.0782,5.4678,2.9839,2.0526,4.9306,4.0481,8.6254,4.855,4.5791,4.4952,2.2844,2.1196
0,3.0362,5.4618,2.7328,2.2113,4.876,4.1176,8.8136,5.38,4.4066,4.3342,2.0171,2.0861
0,3.2932,5.7191,2.8146,1.9791,4.9072,4.2213,8.5004,4.987,4.4289,4.1259,2.0731,1.9235
0,3.3338,5.1859,2.8873,1.8746,4.5781,3.9384,7.5337,4.9278,4.4102,3.9904,1.8699,2.002
0,3.1622,5.6666,2.6585,1.9271,4.677,4.6553,7.0084,5.329,4.0833,3.8165,2.1231,2.1821
0,3.548,5.6503,2.8441,2.0196,4.8131,4.5478,6.729,5.5207,4.5325,3.9263,2.1112,2.098
0,3.6422,5.6444,2.7029,2.1289,4.9673,4.1315,7.1801,6.2325,4.5857,3.6488,1.899,2.1501
0,3.4836,5.8577,2.7545,2.1147,5.5101,4.6822,8.0668,5.5631,4.5645,3.4285,2.0339,2.226
0,3.6636,5.338,2.7759,2.0728,6.1304,4.1354,8.6159,5.2911,4.3898,3.4238,2.2022,2.3383
0,3.8357,5.4199,2.6548,2.5424,5.6942,4.516,8.4718,4.7923,4.5629,3.4977,1.8609,2.1722
0,4.0234,5.487,2.8524,2.6475,5.0875,4.5546,8.4971,5.0831,4.4956,3.3953,1.8064,2.2625
0,4.2776,5.3661,2.6846,2.9374,5.0563,4.8567,8.6619,4.7126,4.509,3.4134,1.8995,2.01
0,4.1226,5.3516,2.5042,2.9646,5.0902,5.6659,8.5113,6.205,4.4677,3.6631,2.1625,2.2888
0,4.0613,5.6273,2.5763,3.0355,5.6726,4.9577,8.8856,5.3958,4.5221,3.527,2.1135,2.3028
0,4.1811,5.7764,2.6375,2.8286,5.9776,4.7542,8.8784,5.2177,4.5868,3.3537,2.2924,2.5436
0,4.3182,6.0992,2.4864,2.7173,5.572,4.6596,8.0399,5.265,4.3175,3.4264,2.1732,2.7481
0,4.2901,5.4141,2.4941,2.3604,5.7288,5.1124,7.0427,5.8028,4.3383,3.3896,2.0633,2.4093
0,4.1662,5.7031,2.4616,2.5464,6.1111,4.7794,6.8101,5.2487,4.3496,3.3456,2.4296,2.3613
0,4.2152,4.9349,2.2825,2.2993,5.698,4.5707,6.6167,5.8173,4.4017,3.212,2.3671,2.3508
0,4.3005,6.1585,2.4103,2.592,5.7347,4.5607,6.6777,5.1809,4.224,3.3514,2.6953,2.2133
0,4.4133,5.7817,2.5735,2.3816,5.6295,4.7337,7.3164,4.7715,4.2678,3.0319,2.782,2.5824
0,4.1303,6.1937,2.5972,2.3388,5.2847,4.4168,7.2338,4.865,4.6332,3.1393,2.7633,2.5552
